,BEN,BHY,SNB75,SF295,EHEB,HT,MC116,SF126,CMK,RL,NB4,JM1,HCC1395,HCC2157,HCC2218,MCF7,HCC1500,AU565,HCC1937,HCC70,HCC1599,T47D,HCC1143,HCC1806,HCC38,HCC1419,HCC1428,HCC1187,HCC1569,HCC1954
SMARCC2,29.87,44.32,34.7,38.88,47.4,63.16,36.98,42.72,56.17,41.28,48.0,142.28,32.47,27.61,20.49,40.23,44.01,44.54,32.73,37.91,46.76,69.71,36.13,43.58,50.09,44.17,49.25,44.13,44.9,36.47
SMARCD1,40.72,46.78,55.34,50.35,61.02,135.78,63.04,66.29,78.86,92.65,85.65,236.31,68.86,33.67,22.63,38.48,34.29,39.89,46.19,35.05,35.78,67.57,46.74,26.85,98.32,30.52,51.39,70.79,56.05,32.68
SMARCD2,83.09,48.23,34.35,72.99,43.54,78.42,57.34,43.49,71.23,72.43,54.27,96.75,46.81,74.73,149.9,238.61,62.26,127.99,69.94,69.08,60.16,133.48,60.43,53.48,139.5,93.15,232.72,53.51,47.07,162.92
SMARCD3,10.32,15.19,32.53,19.33,3.21,2.42,3.26,22.19,2.43,2.74,8.6,2.68,61.08,68.75,3.62,8.82,12.0,6.9,4.78,4.24,12.85,6.88,4.32,4.12,15.09,1.89,12.21,21.01,45.97,10.48
SMARCE1,67.2,74.39,137.9,189.75,93.27,145.18,110.58,164.77,144.24,138.05,140.45,278.68,98.84,76.95,40.62,89.27,80.52,243.49,107.91,61.29,162.13,178.62,54.72,69.62,228.57,65.12,78.75,135.86,131.95,169.59
SMC1A,63.24,26.0,110.89,69.45,37.01,109.1,59.66,117.58,153.96,70.11,89.61,240.57,62.05,51.65,26.36,41.69,28.47,149.53,52.83,36.37,14.52,64.47,41.67,19.74,55.34,46.4,144.13,117.28,79.93,118.9
SMC1B,0.01,0.04,0.07,0.02,0.12,7.42,0.01,0.05,0.06,0.02,0.08,0.02,13.58,0.14,0.01,0.14,0.02,0.04,0.74,10.13,2.5,0.12,11.24,0.1,0.69,0.01,0.02,0.47,2.35,0.14
SMC2,6.41,12.8,47.7,26.53,10.85,46.32,27.07,29.41,21.87,33.28,20.04,41.98,30.74,12.79,6.3,10.87,25.07,17.25,40.69,35.04,24.87,28.96,24.69,12.2,28.66,13.05,24.51,25.01,19.12,37.71
SMC3,12.1,26.26,38.47,26.25,25.2,72.34,63.87,43.14,33.18,60.66,66.46,121.02,41.76,31.88,14.93,26.59,18.31,17.23,21.77,40.3,26.22,21.1,43.27,29.94,35.33,30.59,44.64,29.78,30.13,35.89
SMC4,22.72,86.6,148.67,110.58,37.48,236.98,149.85,90.06,75.31,119.54,78.07,210.65,170.53,90.82,23.14,64.57,75.57,83.57,241.68,207.29,123.78,105.02,218.88,66.6,168.88,98.79,148.01,90.37,166.85,124.19
SMC5,6.44,27.44,29.87,17.77,15.82,29.8,9.16,16.9,11.59,15.9,10.76,35.87,20.92,18.1,4.24,8.79,22.73,9.49,22.18,27.26,30.46,7.96,34.1,6.93,23.68,10.73,11.11,21.49,16.64,26.83
SMC6,13.51,17.51,17.38,17.51,16.31,8.14,27.59,17.85,22.79,16.99,12.32,41.94,15.45,7.1,7.27,10.79,11.18,10.77,17.65,25.31,18.84,6.73,30.29,2.53,25.02,23.09,16.49,13.45,13.36,19.43
SMCHD1,4.88,15.67,15.59,20.57,21.19,34.69,24.38,10.15,15.24,14.64,26.12,51.12,13.12,10.01,6.62,7.72,11.38,10.71,20.78,22.08,33.09,5.66,47.69,8.1,21.0,15.59,13.87,49.23,10.7,30.29
SMCO1,0.0,0.06,0.04,0.05,0.01,0.0,0.03,0.04,0.02,0.0,0.01,0.02,0.03,0.01,0.0,0.02,0.05,0.0,0.14,0.05,0.02,0.02,0.07,0.03,0.04,0.05,0.0,0.0,0.03,0.02
SMCO2,1.04,2.82,0.18,0.22,0.74,0.02,0.0,0.28,0.1,0.0,0.58,0.15,0.21,0.0,0.0,0.05,0.06,0.02,0.32,0.06,0.13,0.0,0.38,0.52,0.34,0.02,0.04,4.47,0.0,0.0
SMCO3,0.12,0.19,0.05,0.08,0.07,0.1,0.12,0.06,0.18,0.15,0.02,0.11,0.27,0.04,0.01,0.14,0.16,0.03,0.37,0.08,0.0,0.47,0.06,0.1,0.08,0.18,0.12,0.11,0.08,0.03
SMCO4,156.6,9.53,29.01,27.11,2.1,3.53,3.75,10.56,10.86,7.8,42.46,7.52,3.11,15.31,12.75,4.11,26.95,34.39,24.22,73.04,49.65,15.14,17.5,10.75,26.08,6.23,23.54,62.88,37.95,43.32
SMCP,0.0,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMCR8,6.47,6.61,9.81,5.84,8.69,12.33,5.02,7.13,16.96,3.72,11.4,7.13,10.7,5.59,2.64,8.29,7.18,13.92,9.55,7.15,2.77,20.73,17.75,5.94,10.82,32.73,8.09,8.74,10.84,10.77
SMDT1,68.33,36.59,62.05,48.53,83.0,91.03,71.18,63.73,59.07,103.01,45.41,56.15,57.04,29.42,42.24,48.16,72.34,68.86,51.09,80.04,67.45,58.49,23.16,29.02,65.79,99.16,42.81,22.34,65.55,33.33
SMEK1,24.58,43.86,40.14,23.54,44.17,72.7,64.2,38.2,49.42,54.32,46.36,70.24,72.59,26.31,29.03,62.67,60.05,94.96,41.95,66.63,29.43,45.9,57.84,19.39,58.76,39.3,48.45,73.1,29.16,63.75
SMEK2,20.72,17.47,21.69,24.44,24.23,20.99,27.41,25.75,34.47,29.4,29.48,45.65,32.83,32.17,15.94,28.04,24.08,22.99,23.75,38.16,49.33,17.53,34.7,18.08,62.83,31.67,31.48,24.9,23.78,46.38
SMG1,11.14,20.31,17.98,20.82,22.29,33.37,25.0,22.48,24.39,14.71,15.9,27.78,40.51,20.52,8.71,17.65,22.33,23.61,27.74,40.25,25.81,13.65,64.88,11.7,39.98,22.71,31.38,33.41,20.59,25.71
SMG5,61.46,50.02,51.61,38.82,47.55,53.64,69.13,44.46,73.14,50.27,51.56,80.13,45.76,94.34,41.15,40.74,56.92,89.0,86.15,74.0,73.49,70.61,44.78,23.55,57.63,54.59,77.75,58.36,78.92,73.61
SMG6,5.84,11.74,18.96,22.37,14.3,14.51,8.25,47.66,8.85,4.72,9.83,15.61,18.65,8.78,3.9,14.85,10.13,10.1,13.28,13.29,5.48,11.36,17.93,12.27,14.65,19.51,8.06,16.61,12.77,14.76
SMG7,40.45,31.32,45.19,25.27,26.53,62.3,49.5,29.24,49.11,23.03,32.46,84.46,31.98,32.27,25.38,38.32,29.98,59.75,58.18,71.64,32.31,49.38,36.36,24.3,39.49,38.43,49.99,43.58,54.2,49.14
SMG8,14.77,12.43,12.06,18.53,8.55,17.06,10.7,11.12,14.08,11.62,10.74,22.58,16.62,12.16,15.63,32.39,14.12,6.55,10.0,7.99,8.53,14.75,31.85,4.84,22.63,16.25,19.34,11.22,9.5,16.52
SMG9,22.12,36.58,33.69,36.35,21.88,30.62,25.03,24.7,39.29,31.11,22.75,26.49,21.62,24.84,15.09,22.49,27.33,29.02,33.98,45.01,15.1,19.32,35.72,6.4,31.27,44.48,32.78,14.8,23.42,37.46
SMIM1,3.15,2.22,0.06,0.0,0.14,1.14,0.39,0.08,61.26,0.95,0.51,0.08,1.79,0.18,3.12,4.48,4.12,30.01,1.97,0.18,0.6,6.62,1.12,7.39,2.84,6.54,6.26,1.32,2.76,2.26
SMIM10,0.0,1.94,10.82,4.08,0.01,0.0,0.02,21.89,17.96,0.01,22.46,1.64,0.04,1.71,0.02,0.01,0.02,0.01,5.02,0.62,0.05,0.01,0.05,1.74,7.1,0.0,1.1,0.21,0.02,0.04
SMIM11,25.99,12.48,44.54,51.97,13.02,25.42,33.14,26.57,37.53,36.47,28.79,31.68,25.6,28.97,22.92,15.91,39.31,19.11,19.84,19.29,23.05,45.71,31.52,10.64,23.18,25.69,17.37,17.72,35.35,17.99
SMIM12,31.19,23.07,56.04,37.05,36.87,52.61,33.72,51.23,84.72,42.65,35.91,25.15,47.82,28.29,22.44,22.24,70.59,40.64,37.77,52.71,31.9,24.54,34.85,14.1,39.35,17.38,60.81,61.51,52.67,39.01
SMIM13,6.91,14.46,12.5,5.92,3.34,3.79,6.37,11.04,10.3,5.86,8.33,13.25,5.47,4.16,4.3,5.94,8.07,13.72,10.99,5.43,7.39,3.12,11.65,10.19,10.32,6.48,10.86,15.64,7.51,10.09
SMIM14,15.95,13.17,19.26,19.93,33.57,0.43,2.09,17.29,0.95,6.04,2.28,54.21,22.66,8.31,42.04,21.3,43.88,39.9,11.64,46.68,11.4,19.29,5.46,7.49,18.37,94.38,18.1,4.99,6.46,60.87
SMIM15,34.7,23.56,46.91,54.92,33.27,34.15,25.01,58.75,37.0,37.26,0.4,31.04,32.71,26.1,21.48,31.77,65.69,31.51,38.68,37.63,28.81,37.87,67.68,23.2,37.52,28.36,34.45,32.68,40.6,62.63
SMIM17,0.1,0.33,0.28,0.0,0.19,0.19,0.12,0.1,0.6,0.0,0.04,0.14,0.13,2.34,0.0,0.0,0.43,0.0,0.52,0.0,0.14,0.07,0.25,0.54,0.61,0.32,0.06,0.15,0.53,0.0
SMIM18,0.0,0.07,0.0,0.0,0.14,0.36,0.03,0.0,0.0,1.01,0.0,0.0,0.03,0.0,0.0,0.0,0.07,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.23,0.0,0.03,0.0,0.09
SMIM19,13.94,26.55,36.45,22.46,28.03,30.72,46.04,17.78,31.59,50.65,17.89,27.55,17.69,10.51,12.88,17.21,86.77,7.37,45.01,7.04,55.36,42.85,20.49,12.93,44.4,25.05,45.64,50.46,21.52,85.98
SMIM2,0.04,0.0,0.0,0.03,0.0,0.0,0.04,0.0,0.03,0.0,0.06,0.0,0.27,0.03,0.0,0.0,0.08,0.11,0.0,0.04,0.0,0.0,0.04,0.0,0.03,0.0,0.15,0.0,0.0,0.05
SMIM20,69.06,14.46,25.9,29.69,19.01,40.12,69.03,43.03,31.8,86.36,29.74,30.13,53.46,16.22,11.37,20.99,26.11,8.74,19.43,29.1,32.69,17.38,25.63,13.12,17.46,15.38,16.89,26.32,25.56,22.54
SMIM21,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM22,287.7,42.76,0.09,0.27,19.82,0.19,0.0,0.33,0.19,0.46,0.37,0.96,0.39,49.16,189.72,130.33,2.54,244.57,3.56,273.89,84.95,15.77,16.45,2.16,2.45,663.9,8.33,4.73,0.55,84.26
SMIM3,0.03,0.06,0.05,0.27,1.17,0.0,0.0,0.53,1.52,0.0,0.0,0.0,0.05,0.08,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
SMIM4,14.11,25.79,101.92,47.01,20.35,49.55,39.82,66.82,46.01,44.31,29.92,16.42,43.37,60.49,25.45,50.83,43.4,15.83,70.01,22.81,48.17,21.85,8.5,6.61,26.26,43.91,30.77,41.59,30.03,48.7
SMIM5,1.15,0.62,8.67,0.27,0.23,1.01,0.13,0.13,0.29,0.35,0.17,0.28,0.4,0.42,5.29,2.5,1.4,1.47,0.64,2.91,0.61,1.33,1.0,0.18,0.87,1.54,7.72,1.48,0.85,1.09
SMIM6,26.73,0.72,0.34,0.03,0.29,0.38,0.19,0.12,0.72,0.06,0.05,0.17,0.25,0.07,0.37,0.35,0.25,0.12,0.03,0.04,0.34,0.23,0.07,0.06,0.03,0.62,0.23,0.11,0.03,0.14
SMIM7,46.89,64.73,88.17,110.17,36.3,54.15,56.67,78.84,55.12,62.96,45.07,62.09,105.46,51.99,46.37,89.14,147.59,62.33,75.99,77.74,50.23,68.32,89.2,41.5,85.52,78.99,45.16,77.3,46.1,87.71
SMIM8,5.07,2.71,5.26,2.57,3.53,4.77,5.69,3.82,6.2,2.68,4.57,2.01,1.19,5.45,1.68,2.48,0.06,1.56,3.47,2.1,4.83,2.0,3.74,1.95,2.91,2.52,4.15,1.96,1.84,6.37
SMIM9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMKR1,3.65,2.54,2.5,5.66,1.51,1.36,0.0,0.6,0.0,0.3,0.33,1.44,6.72,13.09,7.43,8.66,5.99,1.26,7.98,3.39,3.37,2.33,2.8,2.0,6.64,0.19,9.66,1.04,1.38,2.12
SMLR1,0.03,0.01,0.03,0.02,0.01,0.01,0.02,0.0,0.02,0.0,0.0,0.01,0.05,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.06,0.0,0.02,0.02,0.0,0.01,0.01,0.0
SMN1,36.53,31.38,46.1,81.3,46.95,91.7,60.09,53.64,50.23,71.97,88.38,87.61,27.17,55.68,37.44,58.38,135.53,33.73,37.1,38.21,56.26,64.36,61.88,36.33,53.55,43.92,56.97,44.98,48.95,39.87
SMN2,24.33,16.74,34.24,57.66,18.36,84.02,30.48,0.97,44.92,20.89,47.08,63.1,0.6,40.14,15.33,26.17,74.26,9.01,25.87,8.09,51.33,11.98,44.91,19.05,45.67,10.94,38.95,27.13,19.29,37.71
SMNDC1,8.99,25.17,28.43,19.64,22.65,42.06,26.83,39.96,22.51,29.21,44.23,48.09,27.53,21.6,9.11,18.8,18.45,15.1,21.24,24.22,16.75,15.16,29.09,17.64,23.36,14.97,33.24,24.43,26.36,23.74
SMO,0.36,15.07,19.1,15.73,1.33,0.08,0.09,10.44,0.05,0.21,0.06,6.44,16.86,4.21,0.09,0.06,0.06,0.04,2.14,0.02,7.17,9.38,0.72,14.14,16.56,4.66,0.47,77.71,38.24,0.11
SMOC1,4.76,0.38,4.92,0.11,0.03,0.0,0.01,0.08,0.06,0.0,0.03,0.04,2.23,5.39,9.06,0.42,0.03,4.25,8.98,0.07,0.75,0.12,111.49,0.13,28.54,0.06,0.06,1.88,0.17,0.3
SMOC2,16.37,0.94,1.55,0.01,4.45,0.01,0.0,0.02,0.01,0.0,0.0,0.01,0.27,0.17,0.02,1.43,0.03,3.18,0.93,0.08,0.35,0.02,1.54,0.01,4.65,0.01,17.64,0.07,0.18,0.43
SMOX,31.69,20.03,20.84,15.18,0.05,0.03,0.05,26.42,13.13,0.07,8.94,0.85,33.27,7.78,3.01,13.63,1.85,2.08,42.32,12.06,4.36,0.24,50.19,5.5,43.9,3.05,0.79,8.99,29.45,15.84
SMPD1,24.01,13.58,90.47,32.71,8.3,3.38,2.71,36.66,9.64,2.82,2.02,2.76,29.78,5.29,8.72,4.82,17.38,20.66,7.61,4.39,2.62,7.32,7.7,6.33,14.84,10.49,14.52,8.87,11.45,10.49
SMPD2,8.14,6.44,8.53,7.16,10.85,12.52,8.47,6.11,9.04,9.5,13.34,4.36,5.79,8.67,11.9,9.67,10.55,15.56,13.46,7.78,6.12,4.95,7.87,4.04,7.36,12.77,7.73,3.34,8.79,10.78
SMPD3,14.77,2.14,0.25,0.76,0.51,0.38,2.81,0.32,0.62,0.6,1.95,1.37,0.56,0.35,0.43,0.35,6.3,2.1,3.85,0.81,0.49,1.31,1.11,0.38,0.35,2.46,3.64,0.4,0.1,1.4
SMPD4,50.11,30.26,41.1,44.76,27.27,28.6,45.3,44.12,30.79,61.15,66.59,60.86,37.29,66.6,33.47,40.61,77.15,49.09,85.53,66.82,45.2,39.13,63.95,17.68,65.19,47.87,67.42,63.29,76.33,77.52
SMPDL3A,3.53,1.17,11.34,1.94,2.0,0.02,0.0,2.89,1.95,1.24,0.01,0.16,0.74,1.14,9.92,7.92,3.21,15.33,0.08,0.68,2.89,2.96,1.73,5.93,1.54,11.11,5.14,2.12,1.7,6.17
SMPDL3B,7.64,2.52,0.27,0.34,0.13,0.53,0.1,0.5,11.04,0.08,2.53,0.1,3.08,20.13,7.31,7.39,17.8,34.52,10.75,29.09,13.27,24.2,22.25,5.76,15.15,2.35,3.82,14.4,2.26,23.89
SMPX,0.0,3.45,1.0,0.18,0.3,0.0,0.0,0.06,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.44,0.0,2.78,0.0,0.03,0.0,0.0,0.06,0.03,1.44
SMR3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMR3B,0.09,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
SMS,67.07,98.92,231.67,345.7,63.42,100.49,52.77,196.76,0.74,115.22,119.71,61.58,56.82,179.83,55.19,73.07,154.38,108.01,71.91,166.5,69.51,90.76,66.4,36.35,86.16,174.35,105.78,53.65,154.27,297.4
SMTN,48.09,70.16,55.2,63.19,8.68,15.6,4.32,34.99,40.69,7.35,8.33,11.27,130.0,31.18,16.84,20.22,44.63,24.68,15.79,24.47,37.5,40.26,79.26,18.45,31.55,25.91,17.83,50.49,92.48,36.18
SMTNL1,0.0,1.8,0.26,0.13,4.47,0.15,0.08,0.22,0.45,0.01,0.06,0.18,0.06,0.01,0.0,0.0,0.05,0.01,1.73,0.31,0.06,0.07,0.6,0.57,0.17,0.01,0.51,3.36,0.05,0.24
SMTNL2,0.68,0.0,0.27,0.12,0.01,0.01,0.0,0.0,0.05,0.0,0.02,0.01,0.52,0.05,0.0,3.49,0.23,0.08,0.63,0.0,0.03,0.14,0.03,1.12,0.09,0.01,0.14,1.7,0.04,0.0
SMU1,16.82,47.79,90.52,53.28,40.49,71.45,39.04,60.44,45.28,47.94,109.62,62.0,45.02,93.2,32.67,36.21,60.07,37.35,62.67,125.27,51.26,34.05,51.96,25.11,49.56,25.75,53.12,68.07,54.22,37.48
SMUG1,39.65,27.65,26.6,32.51,34.82,22.61,19.38,34.92,22.72,27.76,24.74,40.24,20.6,21.78,21.53,43.5,77.61,46.87,34.56,34.46,35.98,67.93,24.04,23.22,31.28,46.99,53.3,26.72,31.74,24.49
SMURF1,9.64,25.61,19.83,25.55,5.08,13.06,6.61,12.4,10.53,12.46,10.14,11.24,44.25,11.63,11.04,16.01,11.21,18.75,13.74,27.09,14.28,4.77,19.61,8.26,24.65,7.52,10.12,34.45,24.21,24.06
SMURF2,6.55,19.03,12.01,47.77,3.15,7.45,5.5,33.2,9.58,3.54,6.17,15.27,15.9,11.5,7.64,14.03,20.38,11.2,20.97,7.73,27.05,9.75,24.96,12.87,67.5,7.83,16.85,11.28,8.11,35.2
SMYD1,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.05,0.29,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.17,0.0,0.01,0.0,0.0,0.01,1.04,0.09
SMYD2,7.77,26.27,36.85,20.32,10.82,28.9,33.42,40.85,15.15,7.27,23.48,49.52,24.5,59.75,19.97,12.49,47.5,70.21,29.61,50.3,62.9,60.12,90.78,32.04,33.77,22.36,62.84,78.72,63.35,49.33
SMYD3,187.86,11.05,26.19,25.11,10.46,11.9,19.47,23.1,25.28,9.04,18.06,26.46,17.48,24.95,33.93,26.82,34.21,1.38,7.22,12.74,10.78,13.9,22.78,10.3,23.34,15.17,71.85,14.1,40.68,11.68
SMYD4,3.02,9.73,9.19,10.79,8.8,19.08,9.82,7.84,4.07,6.13,5.24,11.24,14.31,5.99,1.6,6.74,5.73,6.31,13.09,6.48,4.1,6.6,16.92,10.06,5.85,4.85,4.16,5.28,8.06,8.58
SMYD5,22.61,33.14,18.75,24.66,19.56,16.45,24.24,22.79,30.41,20.13,26.85,21.86,21.72,29.65,12.26,25.21,32.93,22.08,21.55,15.29,32.96,16.06,21.4,23.17,22.06,16.91,30.54,13.71,27.43,18.8
SNAI1,9.29,5.44,38.4,12.01,0.34,0.18,0.27,23.19,2.04,0.08,0.52,1.3,15.91,5.32,1.05,2.45,2.29,2.03,2.32,6.71,1.2,0.45,7.64,0.93,9.16,4.35,2.87,10.9,2.35,1.98
SNAI2,0.06,26.44,64.43,13.0,0.08,0.12,0.01,21.73,0.06,0.02,0.08,0.05,36.97,0.03,0.05,0.12,0.16,0.06,4.99,10.98,0.15,0.03,10.89,10.36,2.57,0.01,0.04,0.37,225.47,12.55
SNAI3,3.49,0.56,0.35,0.32,1.58,2.79,0.83,0.19,2.06,1.95,10.82,0.47,0.52,0.24,0.18,0.32,0.83,0.13,1.29,0.0,0.24,1.13,0.67,1.05,0.68,0.19,0.59,0.43,0.12,0.21
SNAP23,28.38,39.38,45.21,52.86,62.67,100.85,47.76,68.99,77.9,161.56,42.72,62.48,30.41,24.88,59.33,41.23,44.92,47.18,32.21,36.66,29.03,88.72,37.38,40.01,47.85,108.2,18.13,45.41,25.98,31.84
SNAP25,88.07,0.06,2.5,1.96,0.08,1.16,0.36,11.86,0.08,0.02,0.03,0.01,2.7,0.02,0.04,3.51,0.33,0.05,0.13,0.04,0.02,0.0,0.29,0.04,0.01,0.01,0.09,1.86,1.27,0.36
SNAP29,16.05,16.96,36.67,17.18,14.2,18.19,12.01,29.7,21.1,12.9,18.62,16.29,14.94,15.14,9.85,14.92,34.06,20.9,35.52,25.27,14.08,26.22,27.15,9.3,26.28,26.11,21.63,19.45,18.11,57.17
SNAP47,23.31,13.71,28.01,24.51,17.4,23.07,14.85,41.91,21.25,25.72,15.21,39.27,38.12,31.17,55.33,22.59,35.41,42.1,34.3,26.22,38.31,36.75,33.96,29.38,30.26,25.23,24.71,48.07,56.53,37.39
SNAP91,3.72,0.01,0.04,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.01,0.12,0.1,0.0,0.12,0.38,0.01,0.02
SNAPC1,3.05,9.21,25.79,7.12,3.43,18.17,13.09,44.24,3.89,11.21,7.64,8.43,12.08,3.68,1.92,5.15,7.81,3.51,15.94,8.02,6.7,5.57,10.77,6.53,11.08,2.29,6.18,3.2,6.3,10.52
SNAPC2,12.41,8.91,42.36,31.76,14.56,17.75,11.84,25.06,27.72,10.7,16.09,5.85,14.46,17.78,13.47,12.25,41.05,11.2,16.08,17.65,11.33,15.52,24.75,12.26,22.49,11.22,25.91,13.01,26.78,13.29
SNAPC3,5.79,23.49,26.9,27.2,20.31,24.62,16.88,13.4,9.81,23.02,30.12,17.83,16.07,30.91,10.16,16.0,17.08,12.39,13.13,32.61,23.76,20.19,7.25,4.28,32.03,13.47,6.28,19.44,18.62,62.64
SNAPC4,6.32,12.28,6.75,5.46,10.62,13.56,10.5,3.65,9.39,8.32,10.47,9.61,6.97,16.7,7.65,7.92,8.08,6.92,7.29,5.02,20.27,8.73,10.44,3.83,6.92,9.17,9.59,14.4,11.01,7.74
SNAPC5,67.95,39.24,30.58,33.87,41.5,41.27,65.32,50.92,34.89,67.74,22.94,30.76,75.65,29.24,32.85,88.41,39.11,41.87,60.66,40.56,64.09,61.86,37.4,11.63,45.08,26.68,55.56,17.23,50.0,41.54
SNAPIN,49.87,20.64,49.38,42.31,30.4,48.64,58.55,30.87,34.87,39.33,26.64,74.22,28.32,40.8,50.7,40.67,74.73,53.58,29.81,69.72,66.95,82.69,23.56,24.93,48.04,45.71,64.46,44.9,36.04,69.74
SNCA,59.51,21.02,0.18,0.48,11.13,0.14,0.05,0.1,75.48,0.0,0.05,0.0,6.61,0.02,0.04,0.08,0.15,0.16,0.05,0.11,4.31,0.11,11.08,26.22,21.54,0.02,0.13,1.95,2.06,0.38
SNCAIP,2.95,1.67,0.08,0.18,0.14,0.03,0.01,0.24,0.08,0.0,0.02,0.01,0.05,0.03,0.01,0.01,0.07,0.09,0.0,0.7,0.02,0.25,0.95,0.1,0.39,0.01,0.36,2.39,0.0,0.68
SNCB,1.89,0.02,0.21,0.36,0.03,0.1,0.02,0.17,0.0,0.52,0.0,0.16,0.09,0.0,0.0,0.22,0.09,0.01,0.07,0.0,0.19,1.74,0.0,0.09,0.06,0.13,1.29,0.0,0.53,0.09
SNCG,3.57,73.67,0.23,2.07,0.32,0.1,0.24,8.94,4.12,0.13,0.28,0.13,0.1,0.03,4.2,0.48,1.12,39.97,0.04,19.92,0.24,139.08,1.28,163.87,4.51,32.4,8.08,0.31,0.49,121.39
SND1,116.67,99.77,129.31,183.1,89.79,96.59,124.65,112.29,97.66,148.46,127.14,108.43,199.51,85.24,106.22,109.62,62.27,707.79,69.52,107.55,33.08,47.18,67.9,58.3,125.56,55.64,86.72,131.87,166.85,165.73
SNED1,1.3,0.9,6.37,4.1,1.79,3.45,12.07,9.05,0.22,9.4,0.23,2.16,31.84,0.94,3.0,0.53,32.46,8.4,0.89,2.23,0.13,1.88,0.54,1.21,3.82,5.76,9.78,4.07,3.56,2.52
SNF8,115.96,75.83,163.79,279.08,110.76,151.88,96.39,246.38,86.6,123.48,143.03,179.31,108.78,78.36,1154.8,229.36,138.91,62.31,139.41,59.17,100.71,160.99,98.47,45.69,328.18,550.93,313.94,72.82,120.11,99.03
SNIP1,4.84,5.84,10.49,8.28,5.08,9.28,4.14,7.56,11.37,7.06,8.0,9.06,7.54,5.7,4.88,6.66,10.92,6.73,6.27,8.71,5.47,6.44,7.35,3.42,19.65,8.38,4.33,15.04,12.52,9.3
SNN,24.6,13.8,17.13,23.9,29.23,75.35,23.54,6.91,21.74,12.51,3.06,28.39,18.28,11.89,5.93,9.98,36.34,10.76,6.8,16.13,19.1,6.21,11.05,2.84,16.85,8.41,24.02,23.38,17.29,18.84
SNPH,1.21,5.22,2.39,4.7,0.26,0.42,0.04,3.83,0.01,0.0,0.05,0.18,0.08,1.66,1.21,0.0,0.44,1.76,2.29,0.03,0.66,0.65,0.03,0.73,4.66,0.6,0.12,4.77,0.2,0.02
SNRK,2.14,5.47,9.16,5.36,6.88,8.79,5.26,6.43,9.6,4.07,10.38,7.86,7.09,4.46,2.09,2.74,5.56,5.26,3.86,4.65,8.47,4.81,4.97,3.05,7.63,6.88,3.21,7.95,4.44,8.74
SNRNP200,165.05,91.67,119.44,119.75,114.73,171.02,124.36,131.52,168.67,167.31,187.04,182.7,197.54,109.83,80.04,180.5,130.47,194.05,132.61,96.86,73.37,109.31,188.06,70.97,134.94,130.1,197.37,143.12,118.98,155.63
SNRNP25,68.89,25.4,39.83,87.84,54.15,163.24,89.48,72.05,54.47,190.95,72.97,77.37,25.67,64.64,59.4,122.67,151.87,86.08,54.99,77.13,73.11,58.54,57.14,17.82,68.58,136.54,161.38,59.56,89.27,64.44
SNRNP27,35.74,25.37,51.73,64.67,46.35,36.89,55.75,68.54,48.69,75.15,58.97,48.28,36.3,34.09,15.6,49.15,44.59,35.4,40.14,44.75,67.76,39.31,36.26,25.11,45.17,68.75,49.65,32.39,45.35,37.52
SNRNP35,41.11,29.94,15.81,13.69,35.49,35.36,30.15,18.45,35.02,22.94,25.63,20.59,15.36,16.32,23.92,31.48,34.55,30.93,20.58,17.07,13.42,48.05,14.02,24.7,20.76,44.15,21.69,21.19,15.14,25.35
