,T24,BEN,BHY,SNB75,SF295,EHEB,HT,MC116,SF126,CMK,RL,NB4,JM1,SW48,SW620,SW1463,SW1116,RKO,MDST8,SW1417,T84,SW837,HT55,SW948,KM12
SIRT7,32.03,51.09,39.82,15.77,46.84,31.03,36.61,21.54,17.44,20.41,17.14,24.32,37.57,34.88,58.92,34.38,35.85,39.81,24.54,32.68,46.63,36.48,21.92,23.44,29.49
SIT1,0.0,0.07,0.07,0.33,0.0,40.29,30.75,79.32,0.0,0.32,80.34,0.31,61.66,0.07,15.68,0.49,0.11,0.03,0.0,0.2,0.1,0.26,25.16,0.1,0.02
SIVA1,208.41,49.32,85.38,138.01,204.7,58.8,132.63,138.25,141.06,66.39,178.76,157.15,175.75,130.56,277.51,110.93,66.14,251.42,121.81,158.26,137.88,204.84,90.39,143.87,213.23
SIX1,15.35,0.94,5.55,3.58,2.79,0.44,0.04,0.07,11.25,0.05,0.0,0.42,10.26,0.46,4.1,0.07,0.08,0.01,6.39,0.5,0.04,0.06,0.57,0.07,0.07
SIX2,0.69,26.44,0.32,0.13,0.31,0.02,0.02,0.02,0.18,0.01,0.01,1.14,0.01,0.05,0.51,0.0,0.05,0.0,0.0,0.05,0.01,1.11,0.02,4.07,0.0
SIX3,0.02,0.08,0.0,0.65,0.15,5.87,0.0,0.01,0.02,0.01,0.01,2.83,0.01,0.02,0.15,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.02,0.0
SIX4,7.25,1.18,16.92,3.49,2.8,0.08,3.09,0.01,9.54,0.13,2.79,0.32,2.05,0.06,3.11,0.12,0.25,4.47,3.86,5.9,0.93,9.16,0.34,1.27,5.18
SIX5,7.15,1.69,9.85,13.97,8.46,3.48,4.3,0.92,10.43,3.09,1.07,5.33,1.34,15.22,3.4,1.11,2.32,2.95,7.09,12.76,2.81,6.83,0.7,4.87,4.48
SIX6,0.02,0.01,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKA1,19.67,9.59,2.97,22.87,21.2,5.71,37.11,32.76,22.36,10.65,13.31,11.13,19.78,26.22,5.02,6.88,1.49,15.83,24.47,9.87,5.23,13.03,5.41,8.67,10.57
SKA2,119.19,30.03,52.66,109.32,186.76,36.59,74.84,74.32,147.25,84.82,126.73,49.36,106.04,26.61,74.84,43.38,36.76,199.91,62.27,71.07,60.99,149.3,66.71,52.26,55.27
SKA3,41.41,5.72,8.13,26.73,38.96,6.14,26.91,21.32,17.2,11.51,27.2,39.33,33.95,20.8,14.42,58.03,23.23,31.63,28.37,19.13,14.4,15.18,16.01,35.05,20.23
SKAP1,0.09,23.6,0.07,0.16,0.2,34.19,0.03,16.94,0.86,1.01,0.0,0.01,4.44,38.15,48.96,9.46,5.08,0.04,2.7,9.07,0.64,9.65,6.92,3.07,0.91
SKAP2,22.7,35.46,22.98,26.03,56.93,33.91,33.73,30.77,39.15,38.83,29.97,16.29,17.21,7.27,20.23,9.99,9.9,5.58,23.63,13.89,16.1,30.69,17.29,13.93,11.03
SKI,31.62,5.44,13.69,29.38,14.75,1.79,2.05,4.6,22.47,25.02,0.75,11.64,1.25,23.68,10.64,11.95,7.02,8.09,19.5,11.04,9.94,20.73,7.81,10.06,5.44
SKIDA1,0.22,0.18,0.08,0.32,0.27,0.09,0.44,0.04,0.67,0.34,0.5,0.11,0.33,0.39,0.12,0.01,0.02,0.15,0.18,0.19,0.2,2.55,0.02,0.0,0.15
SKIL,21.78,14.0,13.87,15.68,17.6,6.22,15.35,14.21,23.71,3.01,9.63,1.89,16.91,5.64,9.39,2.19,12.47,2.17,7.54,16.65,14.84,48.94,9.52,2.66,5.13
SKIV2L,33.91,42.36,53.39,39.77,40.0,52.36,48.74,36.8,35.33,43.02,36.92,40.6,46.59,26.95,35.02,28.31,14.81,30.97,28.05,35.53,37.54,21.73,10.26,22.9,17.98
SKIV2L2,75.25,16.51,30.71,32.91,74.7,35.18,87.64,70.63,58.38,54.97,72.26,53.35,49.03,72.59,72.75,44.56,39.97,30.03,20.3,28.68,25.76,77.31,39.72,42.17,21.53
SKOR1,0.26,1.71,0.36,0.14,0.08,0.15,0.25,0.25,0.19,0.11,0.06,0.21,1.7,0.45,0.14,0.13,0.04,0.47,0.1,0.1,0.1,0.03,0.07,0.11,0.1
SKOR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKP1,544.67,206.38,185.12,528.16,1011.8,251.27,475.91,390.48,709.32,248.15,430.15,411.16,393.76,307.58,391.85,609.26,373.63,417.39,345.68,395.62,397.93,973.07,517.08,260.63,309.79
SKP2,32.79,17.38,35.99,30.27,20.75,11.63,33.72,35.82,76.84,35.0,45.18,34.35,68.39,26.97,44.58,39.45,9.73,31.32,12.77,14.28,9.2,18.16,22.38,29.15,21.54
SLA,0.03,0.03,0.11,0.06,0.0,0.02,36.6,0.37,0.12,10.06,10.07,7.2,0.27,0.16,0.0,0.05,0.4,0.01,0.05,0.01,0.0,0.12,0.11,0.06,0.01
SLA2,0.1,0.23,0.09,0.06,0.01,0.13,0.07,0.29,0.03,16.0,0.02,3.17,0.39,0.04,0.06,0.41,0.12,0.17,0.04,0.09,0.19,0.02,0.04,0.26,0.15
SLAIN1,0.5,10.01,0.67,8.55,0.11,27.11,18.73,62.4,0.08,0.46,27.12,12.25,24.59,0.17,6.26,0.3,0.3,0.01,1.96,0.24,0.04,1.96,0.03,2.31,9.99
SLAIN2,24.88,19.96,30.25,39.28,34.21,23.32,12.95,15.17,38.47,22.88,15.77,20.7,15.72,10.99,10.13,13.61,11.22,11.55,24.75,12.94,15.65,30.79,13.24,15.19,12.7
SLAMF1,0.0,0.02,0.07,0.0,0.05,360.48,17.45,8.74,0.0,0.08,3.82,0.06,0.22,0.1,0.0,0.07,0.02,0.05,0.03,0.0,0.02,0.02,0.0,0.03,0.0
SLAMF6,0.0,0.02,0.05,0.0,0.01,44.14,30.52,40.21,0.02,6.11,32.0,0.08,4.36,0.0,0.03,0.07,0.05,0.0,0.0,0.0,0.17,0.02,1.34,0.01,0.0
SLAMF7,0.04,0.06,0.06,0.04,1.46,201.25,0.03,0.58,0.15,0.1,0.82,0.08,0.02,0.02,0.02,0.06,0.06,0.02,0.11,0.12,0.12,0.1,0.05,0.03,0.08
SLAMF8,0.12,0.26,2.4,0.22,0.27,0.66,0.02,0.01,0.14,1.26,0.0,0.88,0.0,0.3,0.01,0.0,0.16,0.01,0.12,0.11,0.07,0.28,0.06,0.11,0.2
SLAMF9,0.07,0.02,0.33,0.28,0.19,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.4,0.0,0.12,0.0,0.04,0.1,0.07
SLBP,99.51,39.89,50.96,68.95,83.6,56.01,79.98,121.26,79.67,121.64,241.33,189.22,202.63,102.55,98.75,92.55,50.7,50.38,102.26,53.08,59.34,114.28,54.83,55.33,34.5
SLC10A1,0.06,0.01,0.04,0.01,0.0,0.05,0.01,0.01,0.0,0.06,0.02,0.02,0.09,0.1,0.01,0.0,0.0,0.12,0.0,0.06,0.12,0.0,0.0,0.02,0.08
SLC10A2,0.0,0.37,0.01,0.0,0.0,0.08,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC10A3,52.77,24.02,26.04,35.0,25.68,9.09,42.1,9.59,28.45,10.41,14.84,10.54,9.01,13.28,19.02,5.75,13.44,11.63,23.26,30.14,38.4,132.45,19.58,6.6,7.97
SLC10A4,0.05,1.03,0.2,0.19,0.01,0.04,0.0,0.06,0.04,8.06,0.0,0.18,0.08,0.03,0.04,0.0,0.09,0.0,0.0,0.05,0.04,0.19,0.13,0.05,0.14
SLC10A5,0.16,1.78,0.3,0.19,0.15,0.19,0.06,0.04,0.1,0.12,0.07,0.2,0.64,0.9,0.7,1.0,0.58,1.38,0.04,0.09,0.83,0.67,0.63,0.6,1.33
SLC10A6,0.03,0.02,0.28,0.03,0.0,0.14,0.0,0.0,0.04,0.08,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.01,0.0,0.06,0.02,0.16
SLC10A7,4.77,5.72,8.82,7.31,11.76,7.99,7.88,6.0,13.69,32.96,11.26,5.23,5.99,11.89,6.38,2.19,1.65,6.56,2.74,3.17,3.63,6.65,6.81,5.12,11.25
SLC11A1,0.08,0.39,0.13,0.06,0.07,1.82,0.05,0.07,0.21,0.58,0.14,0.49,0.03,0.07,0.15,0.66,0.09,0.12,0.05,0.28,0.43,0.91,0.3,0.32,0.37
SLC11A2,23.55,31.93,45.69,24.22,23.19,17.93,12.86,11.99,17.7,41.91,12.67,20.0,33.24,27.29,30.29,31.7,20.36,18.57,42.51,23.25,35.93,41.77,29.0,138.43,26.16
SLC12A1,0.0,0.0,0.01,0.05,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.22,0.0,0.0,0.08,0.0,0.0,0.02,0.0,0.0,0.07,0.0,0.0
SLC12A2,11.21,5.27,10.07,10.59,11.58,4.45,15.49,6.33,10.05,3.64,21.91,4.1,9.86,23.45,20.07,150.34,112.29,6.8,2.59,43.46,159.79,111.35,115.19,35.47,34.31
SLC12A3,0.0,0.09,0.01,0.01,0.0,0.06,0.0,0.05,0.05,0.0,0.11,0.01,0.34,0.0,0.01,1.72,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.01
SLC12A4,58.28,3.75,116.65,36.08,33.62,29.61,12.98,16.28,35.86,14.05,19.84,13.03,2.18,19.34,42.45,7.22,6.17,51.45,42.26,23.02,12.68,32.46,3.34,12.52,14.96
SLC12A5,0.0,2.33,6.65,1.17,0.25,0.42,3.19,2.03,5.64,3.77,0.3,7.18,0.89,0.0,0.0,0.01,0.32,0.0,0.0,0.16,0.0,0.32,0.0,0.01,0.1
SLC12A6,20.37,7.5,21.7,2.55,2.07,29.2,2.77,3.56,4.37,55.77,0.8,10.08,6.44,6.77,5.36,3.27,3.41,2.03,3.98,4.36,6.45,14.4,3.57,3.96,5.26
SLC12A7,12.31,174.91,1.69,15.56,9.53,40.15,0.09,0.09,23.25,36.96,0.05,0.09,3.07,20.3,85.82,43.78,44.05,34.76,8.32,56.86,24.05,32.92,16.18,26.91,18.77
SLC12A8,0.41,30.91,8.3,20.3,36.06,16.57,0.4,2.74,75.6,0.09,0.52,0.08,0.04,15.14,8.16,13.14,5.48,9.0,0.85,11.18,11.88,9.02,6.84,8.62,6.02
SLC12A9,17.63,23.84,31.04,19.84,23.59,30.53,17.82,9.67,15.91,11.77,15.45,34.44,12.86,23.81,8.03,15.32,13.81,31.22,32.66,21.74,25.77,21.33,12.21,34.87,19.14
SLC13A1,0.0,0.01,0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC13A2,0.01,1.5,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,3.7,0.0,0.0,0.0,0.0,0.02,0.0,0.06,0.0,0.0
SLC13A3,0.72,0.06,17.94,0.25,0.04,0.17,0.0,0.03,0.04,16.92,0.03,0.23,0.0,0.14,0.04,0.09,0.04,0.08,0.07,0.16,0.03,0.04,0.99,1.17,0.05
SLC13A4,0.46,0.38,0.99,0.39,0.91,0.21,0.17,0.29,0.12,1.59,0.02,0.92,0.55,3.24,0.4,0.08,0.35,1.27,0.02,0.27,0.11,0.93,0.04,0.07,0.28
SLC13A5,0.06,0.02,0.04,0.01,0.02,0.04,0.03,0.0,0.0,0.05,0.03,0.71,0.0,0.0,0.15,0.0,0.0,0.03,0.0,0.02,0.0,0.07,0.0,0.0,0.03
SLC14A1,2.62,0.02,0.18,0.81,132.67,0.31,0.1,0.05,14.89,1.36,0.0,0.1,0.31,0.12,0.24,0.33,0.14,0.01,32.27,0.26,0.03,0.12,0.21,0.38,0.08
SLC14A2,0.01,0.78,0.03,0.04,0.08,0.16,0.03,0.01,0.01,0.05,0.0,0.08,1.04,0.0,0.0,0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0
SLC15A1,0.01,0.61,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.05,0.01,6.06,2.61,0.0,0.0,0.04,0.4,0.07,2.86,0.78,0.0
SLC15A2,0.63,0.92,5.56,0.13,0.2,2.15,4.41,4.45,0.06,1.66,1.76,2.88,1.9,0.12,0.75,0.3,0.47,0.08,0.06,0.41,0.61,4.43,0.23,1.78,0.71
SLC15A3,8.67,0.19,81.53,8.05,5.54,63.83,49.56,6.6,17.45,4.51,44.87,0.58,0.72,0.09,0.07,1.67,3.51,4.4,1.39,1.2,12.2,5.91,0.06,0.22,0.12
SLC15A4,14.66,9.5,28.35,22.21,10.03,38.19,30.31,17.24,14.14,9.04,16.23,12.53,8.93,8.0,10.14,8.95,13.28,6.99,15.33,11.84,19.99,25.06,6.84,10.74,10.34
SLC15A5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC16A1,45.99,9.14,231.74,102.26,74.43,16.07,86.39,47.15,86.1,82.75,89.31,49.21,67.21,86.59,98.42,96.48,31.55,46.68,18.74,52.24,66.77,105.09,105.87,39.15,111.64
SLC16A10,0.13,1.51,0.17,0.81,0.78,4.27,0.43,0.05,0.73,1.13,0.0,2.24,3.43,0.01,4.63,1.28,0.7,1.92,0.98,1.07,0.0,0.42,2.98,3.6,2.02
SLC16A11,0.1,0.51,0.15,0.37,0.04,1.41,0.05,0.01,0.01,0.01,0.02,0.03,1.27,0.0,0.36,0.0,0.0,0.04,0.06,0.2,0.19,0.03,0.11,1.94,0.13
SLC16A12,0.02,0.0,2.05,0.14,0.07,0.0,0.0,0.0,0.47,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.01
SLC16A13,4.66,4.43,8.12,4.69,2.18,7.07,4.46,2.59,4.12,1.24,2.2,1.01,1.66,4.65,4.08,4.03,3.61,1.35,3.57,4.38,11.18,4.39,7.68,12.25,3.57
SLC16A14,0.72,6.26,2.61,2.12,7.35,0.05,0.03,0.02,0.04,0.01,0.01,1.45,0.03,6.57,1.53,1.86,0.72,7.45,0.01,2.12,4.5,1.2,0.42,0.07,0.02
SLC16A2,7.05,0.12,15.94,24.42,63.89,0.04,0.04,0.02,30.63,0.02,0.01,2.44,0.02,0.18,0.14,0.23,0.21,1.91,18.42,9.73,1.97,0.2,0.13,0.06,0.01
SLC16A3,532.38,10.36,273.4,275.94,3.68,6.75,17.43,3.03,412.61,281.58,14.01,195.92,5.51,79.3,233.64,41.31,33.07,53.08,32.21,46.03,9.17,152.05,29.03,84.38,12.62
SLC16A4,0.51,0.2,0.94,13.53,30.67,0.53,2.41,0.87,54.69,0.84,4.75,0.45,2.32,4.06,0.89,1.86,10.04,0.91,6.99,1.18,2.86,7.34,7.11,6.46,6.49
SLC16A5,11.73,0.2,6.92,0.1,0.07,3.13,0.12,0.01,0.31,5.81,0.01,3.13,0.03,0.6,18.23,9.38,30.1,3.02,0.0,7.35,17.05,23.58,18.05,10.38,2.82
SLC16A6,0.1,0.22,0.24,1.21,0.62,2.68,8.27,4.66,0.71,0.2,12.18,2.03,0.23,2.36,4.03,0.2,4.49,1.07,99.48,8.56,0.06,4.45,0.4,0.05,0.07
SLC16A7,1.37,2.1,4.54,3.32,8.68,6.11,7.91,2.97,10.66,4.85,4.53,2.21,6.0,0.15,0.03,0.23,0.02,2.1,1.15,0.02,0.03,0.07,0.01,0.14,0.01
SLC16A8,0.0,0.91,0.28,0.18,0.18,0.13,0.29,0.0,0.05,0.79,0.22,0.0,0.21,6.21,1.03,0.0,2.19,0.28,0.0,0.95,0.5,3.36,0.16,0.05,2.04
SLC16A9,0.01,5.02,0.02,2.82,0.4,1.51,0.0,0.01,0.29,2.05,0.01,0.02,1.19,5.8,1.58,5.85,4.08,4.46,1.06,0.17,4.12,3.41,1.69,2.38,0.41
SLC17A1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.13,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.03,0.01
SLC17A2,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
SLC17A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.02,0.29,0.0,0.35,0.12,0.0,0.0,0.03,0.0,0.06,0.0,0.0,0.07
SLC17A4,0.0,1.74,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,3.51,0.7,0.0,0.0,0.0,0.54,0.04,0.01,2.31,0.35
SLC17A5,3.27,12.8,5.33,14.85,5.61,4.97,3.62,4.74,3.19,4.02,4.33,2.44,2.21,10.8,4.46,6.19,2.07,4.55,5.79,4.5,8.48,18.77,10.71,4.93,14.15
SLC17A6,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC17A7,0.16,0.49,0.08,1.7,0.15,0.37,0.17,0.16,0.26,0.09,0.14,0.02,0.06,0.05,0.04,0.02,0.0,0.16,2.53,0.09,0.02,0.62,0.16,0.09,0.1
SLC17A8,0.01,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.19,0.0,0.01,0.02
SLC17A9,21.77,0.18,1.34,0.08,0.04,70.68,32.35,23.5,0.09,55.02,39.8,70.0,15.97,24.9,40.93,20.83,6.77,54.11,0.05,0.37,0.4,8.79,6.78,17.93,12.02
SLC18A1,0.0,1.88,0.01,0.0,0.03,0.01,0.0,0.0,0.0,0.1,0.0,0.13,0.04,0.06,0.06,1.64,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.01
SLC18A2,1.72,7.99,1.87,1.5,1.62,0.81,1.19,1.53,1.72,15.52,1.61,1.14,2.05,4.97,3.4,6.99,2.63,0.84,1.2,3.11,7.18,1.73,5.16,3.47,4.04
SLC18A3,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
SLC18B1,1.58,23.82,9.0,3.81,5.7,4.23,1.55,0.84,8.27,0.35,0.5,0.16,11.09,34.62,16.93,12.0,12.16,18.74,0.83,4.39,17.14,14.6,6.78,7.11,27.52
SLC19A1,17.59,11.7,15.34,18.76,22.91,8.63,18.42,22.19,17.04,40.35,5.3,39.44,15.9,43.99,19.96,20.45,16.64,15.11,19.76,15.75,13.76,19.26,11.86,12.4,6.78
SLC19A2,2.76,21.97,6.14,6.46,4.87,1.97,2.98,3.4,4.96,13.53,2.47,5.95,6.77,15.14,5.39,11.47,10.9,8.98,3.0,4.94,12.46,18.13,9.02,9.86,9.35
SLC19A3,0.0,0.06,0.22,0.14,0.04,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.01,0.0,0.26,1.58,1.23,0.35,0.0,0.02,0.34,0.09,0.4,1.01,0.01
SLC1A1,0.55,2.6,5.38,3.04,2.18,8.05,21.94,0.0,2.66,0.03,18.42,0.15,0.04,10.32,0.01,5.01,12.43,1.07,16.21,1.07,5.94,1.34,1.39,10.74,11.11
SLC1A2,0.0,0.5,0.06,0.04,2.8,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.03,0.0,0.03,0.04,0.0,0.01,0.05,0.35,0.02,0.02,0.02,0.06,0.04
SLC1A3,0.44,0.1,130.23,18.01,6.08,0.09,0.08,0.15,12.62,0.13,0.13,0.89,1.02,0.46,0.06,0.42,0.34,0.1,1.26,0.72,0.15,356.75,0.17,0.1,3.55
SLC1A4,6.07,20.09,20.45,15.24,9.31,51.94,19.78,15.64,12.91,8.47,13.4,27.7,22.83,33.8,1.4,7.28,8.8,1.73,4.39,4.87,7.45,3.56,9.22,4.51,8.9
SLC1A5,75.98,335.27,311.97,200.7,206.17,80.1,81.41,74.41,190.95,236.08,153.15,429.15,67.24,733.86,434.36,104.08,116.32,43.76,124.15,260.6,147.41,140.62,479.11,69.74,118.2
SLC1A6,0.0,0.05,0.03,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.03,0.0,0.0,0.03
SLC1A7,0.0,0.02,0.02,0.03,0.03,0.02,0.02,0.0,0.37,0.01,0.02,0.01,0.01,0.0,1.66,0.0,0.22,0.01,0.0,0.07,0.12,0.02,1.8,0.22,0.0
SLC20A1,81.67,30.41,84.67,61.82,142.14,43.32,19.62,38.82,99.93,46.54,41.71,184.94,52.04,120.82,38.76,43.3,40.11,33.93,81.54,66.94,50.95,41.17,42.76,24.54,27.76
SLC20A2,26.26,34.16,58.76,25.57,21.74,10.07,13.8,11.65,29.13,29.17,19.2,21.93,13.61,22.42,18.9,19.89,48.59,25.42,37.43,44.62,33.5,143.78,22.15,21.06,17.82
SLC22A1,0.15,0.51,6.12,0.19,0.15,0.33,0.16,0.02,0.12,0.01,0.0,0.72,0.02,0.0,0.15,0.0,0.76,0.07,0.18,0.41,1.48,0.21,0.69,0.18,0.47
SLC22A10,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
SLC22A11,0.0,0.02,0.23,0.07,0.0,0.02,0.02,0.0,0.01,0.0,0.0,0.01,0.02,0.37,0.05,0.24,0.06,0.0,0.0,0.19,0.74,0.0,6.77,1.71,0.04
SLC22A12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC22A13,0.13,0.01,0.28,0.06,0.08,0.02,0.08,0.05,0.02,0.02,0.02,0.02,0.02,0.69,0.07,0.1,0.0,0.02,0.01,0.14,0.27,0.04,0.08,0.05,0.31
SLC22A14,0.03,0.0,0.64,0.11,0.04,0.01,0.0,0.01,0.09,0.02,0.01,0.0,0.01,0.0,0.01,0.18,0.07,0.0,0.0,0.08,0.34,0.04,0.23,0.02,0.44
SLC22A15,1.15,2.39,15.4,6.61,0.06,0.64,0.0,0.02,1.27,3.38,0.05,15.09,1.28,4.74,2.65,3.54,1.63,2.12,0.17,0.62,0.2,0.68,8.4,1.16,0.01
SLC22A16,0.0,0.01,0.05,0.08,0.0,0.0,0.0,0.0,0.01,0.07,0.0,19.48,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.02,0.01,0.48,0.0
SLC22A17,1.15,26.22,0.05,20.06,5.2,0.03,0.0,0.01,0.79,5.32,0.0,0.02,0.01,0.14,0.02,0.0,0.06,0.01,5.92,0.09,0.03,0.08,0.08,0.01,0.0
SLC22A18,5.5,143.52,61.38,9.16,7.95,7.66,1.07,1.51,7.18,3.16,1.36,0.7,0.74,28.65,7.98,69.18,47.54,3.13,19.19,16.64,92.8,21.77,52.17,37.55,19.93
SLC22A18AS,0.06,15.84,1.16,0.64,0.6,0.1,0.01,0.03,0.34,1.18,0.14,0.04,0.02,2.25,0.4,2.76,2.55,0.06,0.53,1.88,12.84,1.92,8.7,1.38,1.98
SLC22A2,0.0,0.01,0.03,0.04,0.02,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.04,0.0,0.0,0.01,0.04,0.82,0.01,0.0,0.0
SLC22A23,0.83,21.13,17.96,13.2,3.55,0.61,2.47,0.8,7.61,13.65,0.49,1.59,1.59,4.62,2.37,3.85,3.27,1.09,0.35,1.14,6.17,4.21,3.44,10.63,2.55
SLC22A24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
SLC22A25,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC22A3,0.02,3.45,7.68,1.84,0.04,0.01,0.01,0.0,0.02,0.02,0.01,0.03,0.04,0.09,6.4,4.76,12.38,0.01,0.0,2.4,17.26,13.33,7.22,4.9,10.5
SLC22A31,0.09,0.59,0.14,0.0,0.0,0.0,0.33,0.01,0.1,0.79,0.0,9.92,0.2,0.19,22.31,0.2,0.15,0.04,0.02,0.28,0.11,0.48,0.16,0.1,0.06
SLC22A4,1.92,0.38,5.36,4.1,9.18,0.21,0.03,0.03,4.43,0.14,0.0,9.63,0.01,2.28,0.33,0.15,1.23,0.86,10.21,0.57,0.6,0.35,0.65,0.71,0.29
SLC22A5,4.88,6.42,17.06,3.68,12.23,1.0,3.89,1.95,6.21,0.57,0.21,2.29,0.5,16.84,6.26,6.13,10.09,2.55,5.55,5.51,10.46,26.71,7.31,9.02,3.54
SLC22A6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC22A7,0.0,0.03,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.24,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC22A8,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
SLC22A9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.09,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC23A1,0.3,0.3,0.21,0.12,0.13,0.23,3.09,2.1,0.1,0.17,2.57,0.64,7.85,0.52,0.21,0.28,0.58,0.08,0.01,0.12,0.36,0.12,1.84,0.86,0.31
SLC23A2,19.86,18.26,24.72,26.31,13.1,0.86,9.56,8.46,7.37,15.65,15.17,9.2,16.76,7.07,10.85,4.83,3.08,5.98,28.69,7.91,4.73,7.39,1.6,7.09,5.09
SLC23A3,2.97,1.06,2.07,0.32,1.55,0.63,3.73,1.22,0.69,1.73,0.86,0.71,0.77,4.97,1.11,2.69,3.4,3.43,0.08,1.98,2.68,0.32,0.81,1.17,2.06
SLC24A1,10.22,4.81,8.67,2.53,3.29,4.51,4.77,3.57,3.7,8.28,4.45,2.43,3.15,7.22,7.11,0.99,2.23,4.05,6.75,4.92,5.3,11.31,3.5,4.86,3.21
SLC24A2,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.02,0.0,0.01
